diario,seccion,titulo,descripcion,sentimiento,pond_negativos,pond_neutro,pond_positivo
Cronica,Politica,Suspenden el cobro de tributos municipales a los parques eólicos en la Patagonia,La Cámara Federal de Comodoro Rivadavia falló en contra de una tasa que pretendía cobrar la Municipalidad de Puerto Madryn sobre un emprendimiento gestionado por la empresa Genneia.,NEU,0.023372404277324677,0.9641384482383728,0.012489122338593006
Cronica,Politica,Luis Juez denunció a Cristina Kirchner por la división del oficialismo en el Senado,"Fue luego de que la vicepresidenta partiera el bloque del PJ en el senado, lo que imposibilitó se representación de la minoría en el Consejo de la Magistratura.",NEU,0.19177894294261932,0.7846944332122803,0.02352658100426197
Cronica,Politica,"Tras rechazar sus planteos, la Justicia confirmó la prisión preventiva de los sindicalistas camioneros","La Cámara de Casación declaró ""inadmisible"" un habeas corpus presentado por Maximiliano Cabaleyro y Fernando Espíndola, detenidos por el bloqueo a una empresa de San Pedro.",NEU,0.027897465974092484,0.9604025483131409,0.011699935421347618
Cronica,Politica,“Venir a Comodoro nos abre una oportunidad tremenda para que los argentinos puedan ver la belleza que existe en nuestra región”,,POS,0.0011755500454455614,0.01046990230679512,0.9883545637130737
Cronica,Politica,Zuñeda: “Estamos muy felices por la interrelación  e integración que formamos con Chile”,,POS,0.0014665835769847035,0.010415848344564438,0.988117516040802
Cronica,Politica,"“Tenemos que retomar el nexo que teníamos antes de la pandemia”, dijo Yohana Hernández",,NEU,0.036224305629730225,0.8302678465843201,0.13350781798362732
Cronica,Politica,"“La pandemia nos hizo vivir una experiencia traumática, pero también podemos obtener mucho aprendizaje”",,NEU,0.0277804397046566,0.9624723792076111,0.009747105650603771
Cronica,Politica,Flores: “Queremos vender la Patagonia chilena  y argentina y generar una oferta colaborativa”,,NEU,0.007223843596875668,0.7214109301567078,0.27136531472206116
Cronica,Politica,"“La emergencia hídrica es prioridad en la agenda de la gente y requiere soluciones”, dijo Ana Clara Romero",,NEU,0.0872744768857956,0.8987071514129639,0.01401838194578886
Cronica,Politica,Robinovich: “Es muy importante que existan estas posibilidades para seguir acercando nuestros países”,"Luego de dos años en Comodoro Rivadavia el cónsul partirá hacia Ecuador, su nuevo destino
",POS,0.002778684487566352,0.04250059276819229,0.9547207355499268
Cronica,Politica,"“Cuando se habla de Patagonia se habla de turismo”, dijo Gaffet",,NEU,0.008977002464234829,0.6499109864234924,0.3411119878292084
Cronica,Politica,Issa Pfister: “Sentimos el vínculo y las ganas de trabajar en conjunto”,,POS,0.001375623163767159,0.02566378377377987,0.9729605317115784
Cronica,Politica,"Torres en Sarmiento: ""Nos reunimos con productores y vecinos para afrontar con propuestas concretas el problema de la crisis hídrica de nuestra provincia""",,NEU,0.18933163583278656,0.6979399919509888,0.11272834986448288
Cronica,Politica,Massa designó a la diputada radical Roxana Reyes para el Consejo de la Magistratura,,NEU,0.038631703704595566,0.947395920753479,0.013972343876957893
Cronica,Politica,El Gobierno respaldó la ruptura del bloque oficialista en el Senado en la disputa por el Consejo de la Magistratura,"""Está dentro de los parámetros legales"", indicó el jefe de Gabinete, Juan Manzur.
",NEU,0.027157798409461975,0.9554221034049988,0.01741999201476574
Cronica,Politica,"Al estilo Milei, Tetaz regalará US$1.000 al que denuncie el trámite estatal más absurdo","""Vamos a usar esas denuncias para eliminar burocracia"", enfatizó el diputado de Juntos por el Cambio.",NEU,0.34649762511253357,0.6469566822052002,0.006545708980411291
Cronica,Politica,"En medio de los ataques a Ucrania, Brasil defendió la participación plena de Rusia en el G20",Lo anunció el ministro de Relaciones Exteriores del país vecino y aseguró que Brasilia está a favor de que Moscú tenga un lugar en la reunión de líderes del grupo este año.  ,NEU,0.04205111786723137,0.7712852358818054,0.1866636425256729
Cronica,Politica,La oposición mete presión por el Consejo y advierte que denunciará a Massa y Cristina Kirchner,Juntos por el Cambio encabezó una conferencia de prensa en el Congreso. El cordobés Luis Juez amenazó con iniciar una denuncia penal contra los presidentes de Diputados y el Senado.,NEU,0.08238916844129562,0.8997982144355774,0.017812641337513924
Cronica,Politica,"Detalle de los bonos, quiénes pueden acceder y convocatoria por ""la renta inesperada""","Jubilados, trabajadores informales, de casas particulares y monotributistas son los beneficiarios. ",NEU,0.006803255062550306,0.9904552102088928,0.002741459524258971
Cronica,Politica,Fernández y Guzmán confirmaron bono de $18 mil para trabajadores informales y monotributistas y otro de $12 mil para jubilados,"Acompañado por el ministro de Economía, Martín Guzmán, el mandatario dejó para más adelante -sin fecha concreta- el impuesto a la ""renta inesperada"" que financiará la medida.",NEU,0.03615627810359001,0.9189726114273071,0.044871143996715546
Cronica,Politica,La Corte ratificó que el Consejo de la Magistratura será presidido por Rosatti y ordenó que se tome juramento,El órgano que designa jueces comenzará a sesionar aún cuando no tenga a sus 20 integrantes. ,NEU,0.0208428967744112,0.9576318860054016,0.021525325253605843
Cronica,Politica,Alberto Fernández recibió a Guillermo Lasso en Casa Rosada para afianzar la relación bilateral,"En un mes cargado de visitas presidenciales, el presidente Alberto Fernández recibió a su par ecuatoriano, Guillermo Lasso, con quien firmará a posterior un acuerdo consular.",NEU,0.02276686765253544,0.7156212329864502,0.2616119384765625
Cronica,Politica,"A pesar de la resistencia de Cristina Kirchner, Horacio Rosatti asume como presidente del Consejo de la Magistratura","A partir de este lunes, entra en vigencia el fallo que ordena la recomposición del organismo que participa de la elección y sanción a los jueves.
",NEU,0.03863805904984474,0.9315889477729797,0.029773054644465446
Cronica,Politica,“Hay preocupación en jóvenes que están por recibirse  porque el panorama no es muy alentador”,"El miércoles pasado, integrantes del Partido Libertario estuvieron en la entrada de la Universidad Nacional de la Patagonia San Juan Bosco, con el objetivo de informar, dar a conocer las propuestas a los ciudadanos y sumar afiliados para poder constituirse como una opción más de cara a las elecciones de 2023.",NEG,0.9352170825004578,0.06316111981868744,0.0016217402881011367
Cronica,Politica,Ruta del dinero: la vicepresidenta Cristina Kirchner volvió a pedir a Casanello su sobreseimiento,"Su defensa consideró que la investigación está completa y que sólo resta proceder a su desvinculación definitiva. La ex Presidenta está con ""falta de mérito"" en este expediente.",NEU,0.06786327064037323,0.9122450947761536,0.019891638308763504
Cronica,Politica,"""Nacho"" Torres y Ana Clara Romero visitaron el centro de jubilados Rada Tilly",El senador nacional Ignacio “Nacho” Torres junto a la diputada nacional Ana Clara Romero conversaron con adultos mayores del centro de jubilados Rada Tilly.,NEU,0.0391308069229126,0.5304940938949585,0.43037503957748413
Cronica,Politica,"De Vido acusó a Guzmán de ser ""el jefe de campaña de la victoria del macrismo""",,NEU,0.3621726632118225,0.5999359488487244,0.03789132460951805
Cronica,Politica,Concejales piden que la Legislatura interpele al ministro de Infraestructura y al titular del IPA,,NEU,0.07790864259004593,0.906948983669281,0.015142400749027729
Cronica,Politica,"""Bochornoso"": Fuerte rechazo de parlamentarios europeos al discurso de Cristina Kirchner","Los representantes del grupo PPE expresaron su malestar tras la apertura de la asamblea de Eurolat, a cargo de la vicepresidenta. Aseguran que tuvo una ""finalidad partidista"".",NEG,0.9244027137756348,0.06848149746656418,0.0071157547645270824
Cronica,Politica,La Red Nacional de Mujeres Radicales repudió el tratamiento de la Ley de Lemas en Chubut,,NEU,0.33094748854637146,0.6581747531890869,0.010877690277993679
Cronica,Politica,"Murió Roberto Bendini, ex jefe del Ejército","Recordado por bajar los cuadros de los dictadores Videla y Bignone, falleció a los 76 años tras padecer un cáncer de páncreas. Cristina Kirchner lo homenajeó en Twitter.",NEU,0.37696337699890137,0.5963727831840515,0.02666386030614376
Cronica,Politica,Referentes de la oposición criticaron al Gobierno por la inflación,,NEG,0.5712571740150452,0.40235117077827454,0.026391711086034775
Cronica,Politica,"Cristina Kirchner: ""Que te pongan una banda y te den el bastón no significa que te den el poder""","La vicepresidenta reapareció tras encabezar la apertura de la decimocuarta sesión plenaria de Eurolat en el CCK y cuestionó a los presidentes que ""no hacen las cosas que hay que hacer"".",NEU,0.1719982922077179,0.7880999445915222,0.03990180045366287
Cronica,Politica,Chubut implementa un instrumento unificado de registro y constancia de salud para niños en edad escolar,"Los ministros Perata y Puratich firmaron este miércoles un convenio de “Salud Escolar Integral”. A partir de su utilización, la información sanitaria de los estudiantes quedará unificada y permitirá diseñar estrategias de promoción, prevención e intervención.",NEU,0.013616347685456276,0.9536588191986084,0.03272474929690361
Cronica,Politica,Crítica evaluación radical tras la intensa lluvia de los últimos días,,NEU,0.18586131930351257,0.8079594373703003,0.006179280113428831
Cronica,Politica,"Provincia acordó aumento salarial a trabajadores de ""La Trochita""","En la mañana del martes se llevó a cabo una reunión paritaria donde se acordó un aumento salarial acumulativo del 8%, 7% y 6% para trabajadores ferroviarios que se desempeñan en el Viejo Expreso Patagónico ""La Trochita"", alcanzando un incremento total del 59,2%.",NEU,0.020560454577207565,0.9394286274909973,0.04001094400882721
Cronica,Politica,"Luque: ""Tenemos que mostrar una provincia unida y firme para gestionar lo que necesitan nuestros vecinos""",Así lo manifestó el intendente luego de participar junto a otros intendentes de Chubut de un encuentro con el ministro Matías Lammens y cerrar la agenda de reuniones en Buenos Aires. En materia turística se adelantó para Comodoro que Nación financiaría la segunda etapa del Centro de Interpretación de Caleta Córdova.,POS,0.01219735387712717,0.19989456236362457,0.7879080176353455
Cronica,Politica,El Gobierno provincial fortalece la prevención y seguridad en esta ciudad,"Con el propósito de continuar trabajando en conjunto sobre la temática, el ministro Castro recibió al secretario de Control Urbano y Operativo de la ciudad petrolera.",POS,0.01060312706977129,0.3864805996417999,0.6029162406921387
Cronica,Politica,Chubut recuperó más de 95 millones de pesos que había destinado a contener la pandemia de Covid-19,"Lo destacó el titular de la cartera sanitaria provincial, Fabián Puratich, quien explicó que la gestión se hizo mediante el “Programa Nacional de Apoyo a la Asistencia Provincial en la Emergencia” y que los fondos reembolsados se reinvirtieron en más equipamiento.",NEU,0.1263727992773056,0.8223318457603455,0.05129538103938103
Cronica,Politica,Diputados arranca el debate por una nueva Ley de Alquileres,,NEU,0.017825616523623466,0.9480472207069397,0.034127239137887955
Cronica,Politica,Luque e intendentes chubutenses gestionan en Buenos Aires obras para toda la región,,NEU,0.01756894588470459,0.7518882155418396,0.23054274916648865
Cronica,Politica,Máximo Pérez Catán fue reelecto como presidente de Chubut Somos Todos,,NEU,0.06266489624977112,0.8347715735435486,0.10256346315145493
Cronica,Politica,Nacho Torres y Ana Clara Romero recorrieron el barrio San Cayetano,"El senador chubutense Ignacio ""Nacho"" Torres recorrió junto a la diputada nacional Ana Clara Romero el barrio San Cayetano en Comodoro Rivadavia donde conversaron con vecinos del lugar.

",POS,0.00808495283126831,0.2399653047323227,0.7519497275352478
Cronica,Politica,"""Pepe"" Mujica le recomendó a Alberto y Cristina que encuentren ""los términos para acordar""","El expresidente uruguayo habló de la realdiad del gobierno argentino, la situación de los países de América Latina y la asunción de Gabriel Boric.  ",NEU,0.012773127295076847,0.9644721150398254,0.022754738107323647
Cronica,Politica,Igon gestionó obras viales para la Cordillera,,NEU,0.01724880188703537,0.7970842123031616,0.18566706776618958
Cronica,Politica,Juntos por el Cambio repudia las intenciones de avanzar en Chubut con la Ley de Lemas,,NEG,0.6683405637741089,0.32470518350601196,0.006954176351428032
Cronica,Politica,"Califican a Miguel Castro de “mentiroso,  caradura, personaje de la vieja política”",,NEG,0.9977193474769592,0.0016181599348783493,0.0006624973611906171
Cronica,Politica,"Según Sastre, “la gente pide”  la Ley de Lemas en Chubut",,NEU,0.06894733011722565,0.9250709414482117,0.005981775466352701
Cronica,Politica,Detuvieron a dos dirigentes de Camioneros acusados de extorsionar a una distribuidora de San Pedro,,NEU,0.3004736602306366,0.661767303943634,0.03775900974869728
Cronica,Politica,Arcioni delegó el mando al vicegobernador Sastre,"El mandatario provincial se tomará licencia. La delegación del mando se realizó de acuerdo a lo previsto en el artículo N° 152 de la Constitución Provincial.

",NEU,0.19103968143463135,0.787366509437561,0.021593812853097916
Cronica,Politica,Distinguieron a Mario Pais por su labor legislativa,,POS,0.0028630527667701244,0.1822599470615387,0.8148770332336426
Cronica,Politica,La Corte rechazó el recurso de Lázaro Báez y dejó firme su procesamiento en una causa por lavado,"Fue la medida que prácticamente dio inicio a la causa de la Ruta del dinero K, adoptada por el juez Casanello en 2017. Casi cinco años después, el máximo tribunal desestimó el último planteo.",NEU,0.0845419242978096,0.8852006196975708,0.030257493257522583
Cronica,Politica,"Tras la condena, Urribarri renunció a su cargo como embajador de Israel",El exgobernador de Entre Ríos recibió una pena de ocho años y una inhabilitación absoluta perpetua para ejercer cargos públicos. Comunicó su dimisión al Presidente y éste se la aceptó,NEU,0.11485296487808228,0.8781910538673401,0.006956059020012617
Cronica,Politica,Condenaron a Urribarri a ocho años de prisión e inhabilitación para ejercer cargos públicos,La Justicia entrerriana lo encontró culpable del delito de negociación incompatible con la función pública. En el proceso se analizaron distintos hechos entre 2010 y 2015.,NEU,0.46041035652160645,0.532576322555542,0.007013356778770685
Cronica,Politica,Terenzi insistió en el Senado que se investigue la muerte de “Tino” John,,NEU,0.04892520233988762,0.9402426481246948,0.01083215232938528
Cronica,Politica,Arcioni: “Todos los que criticaron jamás  me extendieron una mano para ayudar”,,NEG,0.8969843983650208,0.08847396075725555,0.01454169675707817
Cronica,Politica,Eligieron a la jueza Agustina Díaz Cordero para integrar el Consejo de la Magistratura,"La jueza civil integra la Lista Bordó de la Asociación de Magistrados y Funcionarios de la Justicia Nacional, la más crítica con las posturas del Gobierno.",NEU,0.03157348930835724,0.9606940150260925,0.007732544559985399
Cronica,Politica,Media sanción a la reforma del Consejo de la Magistratura en el Senado,"Tras cinco horas y media de sesión, la iniciativa recibió 37 votos afirmativos y 33 rechazos. Juntos por el Cambio votó en contra.",NEU,0.044471822679042816,0.9434215426445007,0.012106680311262608
Cronica,Politica,La Argentina cerró con Bolivia la provisión de gas para 2022: ¿qué dice el acuerdo?,"Los presidentes Alberto Fernández y Luis Arce afirmaron que serán 14mm de metros cúbicos diarios. Además, se estableció que queda abierta la posibilidad de volúmenes adicionales durante los meses de invierno.",NEU,0.01050906628370285,0.9776890277862549,0.01180192269384861
Cronica,Politica,Cristina Kirchner y Massa darán un aumento de 20.000 pesos a los empleados del Congreso,"La decisión se toma en medio de las tensiones entre el oficialismo por el rumbo económico, la inflación y de que el kirchnerismo afirmara que ""no alcanza"" con el acuerdo que impulsó el Gobierno para adelantar paritarias.",NEU,0.03540787473320961,0.9131556153297424,0.05143650993704796
Cronica,Politica,El Gobierno autorizó la convocatoria masiva de paritarias anticipadas del sector privado,"Tras la reunión que mantuvo con la CGT y la UIA, el Ministerio de Trabajo llamó a decenas de gremios entre los que están Uocra, Camioneros y Gastronómicos, entre otros. El objetivo: la recomposición del salario.",NEU,0.03489921614527702,0.941757321357727,0.023343512788414955
Cronica,Politica,"Piden que la deuda por la expropiación de Ciccone la paguen Cristina Kirchner, Boudou y Zannini","Sostienen que tras el fallo de la Corte Suprema que dispuso un resarcimiento por la expropiación, la vicepresidenta, el ex vice y el actual procurador del Tesoro deben afrontar esa deuda con su propio patrimonio.",NEU,0.2716236114501953,0.7044724822044373,0.02390388958156109
Cronica,Politica,El Gobierno anunció un aumento del 50% en la Tarjeta Alimentar,"El incremento, que se cobrará en los primeros días de mayo, corresponde al pago de abril y se acreditará en las tarjetas del programa, indicó Presidencia.",NEU,0.06930390745401382,0.83087158203125,0.09982456266880035
Cronica,Economia,El dólar blue termina la semana en baja; cerró en $205,La divisa sumó cuatro jornadas en retroceso en el mercado marginal.,NEU,0.43276938796043396,0.5417963266372681,0.02543426677584648
Cronica,Economia,"Martín Redrado dijo que ""tenemos más cepo por delante""","El ex presidente del Banco Central Martín Redrado consideró hoy que a ese organismo ""se le están escurriendo los dólares como agua entre los dedos"", por lo cual estimó que habrá ""más cepo por delante"".",NEU,0.4384220540523529,0.5163030028343201,0.04527490586042404
Cronica,Economia,El dólar blue sigue estable por tercera jornada consecutiva y cerró en $206,"La brecha con el mayorista oficial se ubica en el 71%, la más baja en casi un año.",NEU,0.10366585105657578,0.8657875657081604,0.03054650127887726
Cronica,Economia,El gobierno prevé adelantar a junio las subas del programa Precios Cuidados,La revisión de julio se adelantaría a junio y buscan actualizar precios para evitar un desabastecimiento,NEU,0.04276639223098755,0.9236056804656982,0.03362793102860451
Cronica,Economia,"El Gobierno oficializó el aumento del 21,5% a las tarifas de gas para usuarios residenciales",El ajuste tarifario se aplica luego de haberse realizado en mayo una audiencia pública en la que se debatieron los nuevos precios del gas natural.,NEU,0.04290689900517464,0.8927579522132874,0.0643351748585701
Cronica,Economia,"Ante la escasez de gasoil en varias provincias, el Gobierno dijo que ""se va a importar más”","Así lo expresó el jefe de Gabinete, Juan Manzur, antes de ingresar a Casa Rosada. Aseguró que ""entre hoy y mañana, el problema será resuelto"".",NEU,0.15209120512008667,0.8243070840835571,0.02360171265900135
Cronica,Economia,El dólar blue cerró mayo en $206,"Subió $5,50 en el mes y porcentualmente quedó debajo de la inflación pronosticada, aunque representa la mayor suba del año. ",NEU,0.25456899404525757,0.7066221237182617,0.038808807730674744
Cronica,Economia,Autorizaron a Edesur y Edenor a aplicar aumentos en la energía eléctrica,,NEG,0.6643016338348389,0.3239929974079132,0.01170537993311882
Cronica,Economia,Así quedarían las nuevas categorías para el monotributo,De aprobarse la ley impulsada por Sergio Massa comenzarían a regir desde el 1° de julio. Contempla una suba del orden de 29% para todas las escalas. ,NEU,0.008579425513744354,0.9820225238800049,0.009398057125508785
Cronica,Economia,El blue se vendió por debajo del valor del dólar ahorro,"El paralelo se mantuvo en $206,50 en el mercado informal y cotizó 4 centavos por debajo del dólar con recargo.",NEU,0.29751384258270264,0.6882237792015076,0.014262421987950802
Cronica,Economia,Monotributistas podrán emitir facturas en solo tres pasos,La AFIP lanzó un nuevo sistema que estará a disposición de los contribuyentes a partir del 1º de junio.,NEU,0.013111190870404243,0.9610556364059448,0.02583318017423153
Cronica,Economia,Precios Cuidados: las empresas pidieron una reunión con Guillermo Hang,Los principales dirigentes de la COPAL pretenden reunirse con el flamante secretario de Comercio. ,NEU,0.03215630352497101,0.949281632900238,0.018562082201242447
Cronica,Economia,Massa presentará un proyecto para beneficiar a monotributistas y autónomos,"Luego de haber impulsado una suba del mínimo no imponible de Ganancias, el presidente de la Cámara de Diputados apunta ahora al régimen de monotributo y de autónomos.",NEU,0.03132157027721405,0.915770411491394,0.0529080294072628
Cronica,Economia,Ganancias y Bienes Personales: El vencimiento pasa para el 31 de julio,La AFIP posterga un mes los vencimiento y otorga beneficios para obtener planes de pago,NEU,0.009628846310079098,0.9827752709388733,0.007595902308821678
Cronica,Economia,Cierra mayo y el BCRA no pudo sumar dólares,"Según indican los últimos datos del Central al 24 de mayo, la entidad sumó cero reservas en el mes. Consultores ya hablan de un waiver ante el FMI en septiembre.",NEG,0.9731897115707397,0.02513973042368889,0.0016706363530829549
Cronica,Economia,Las ventas de dólar ahorro se duplicaron en el primer cuatrimestre,El Banco Central tuvo que desprenderse de USD 669 millones por atesoramiento de particulares.,NEU,0.09019125252962112,0.88555908203125,0.0242496095597744
Cronica,Economia,Se publicó el decreto que flexibiliza el cepo para empresas que inviertan en petróleo y gas,,NEU,0.034240126609802246,0.9088550209999084,0.056904856115579605
Cronica,Economia,"El dólar blue bajó por segunda jornada consecutiva y cerró $206,50","La brecha con el dólar oficial desciende al 65,5%.",NEU,0.28993847966194153,0.6898289918899536,0.02023255079984665
Cronica,Economia,Ganancias: el piso sube a $280.000 desde junio,El aguinaldo quedará exceptuado del pago de ese tributo. ,NEU,0.11965816468000412,0.8491512537002563,0.031190620735287666
Cronica,Economia,Hoy anunciarán la elevación del mínimo del Impuesto a las Ganancias,,NEU,0.007162224967032671,0.9661146402359009,0.026723172515630722
Cronica,Economia,El dólar blue recorta la suba semanal y bajó un peso,El Banco Central volvió a vender reservas por primera vez en dos semanas.,NEU,0.21845337748527527,0.7571677565574646,0.024378806352615356
Cronica,Economia,Impuesto a las Ganancias: Elevarán el mínimo desde junio y quedará exceptuado el aguinaldo,,NEU,0.016485536471009254,0.9521276950836182,0.03138674423098564
Cronica,Economia,En qué casos el medio aguinaldo está alcanzado por el Impuesto a las Ganancias,,NEU,0.012645059265196323,0.9847607016563416,0.002594259800389409
Cronica,Economia,Massa solicitó al ministro de Economía la suba del piso del Impuesto a las Ganancias,,NEU,0.07381870597600937,0.8997883200645447,0.02639295905828476
Cronica,Economia,Más de 13 millones de personas siguen cobrando el refuerzo de ingresos,"El beneficio alcanza a trabajadores informales, empleados de casas particulares, monotributistas sociales y de las categorías A y B.",NEU,0.07899520546197891,0.914674699306488,0.0063300528563559055
Cronica,Economia,El dólar blue sigue en alza y llegó a $208,El billete se vendió a su mayor valor en un mes.,NEU,0.20563140511512756,0.7737013101577759,0.02066730335354805
Cronica,Economia,"Por decreto, el Gobierno flexibiliza el cepo a las empresas que inviertan en hidrocarburos",El objetivo es impulsar una mayor inversión en el sector y así generar más divisas-.,NEU,0.020172785967588425,0.9162428975105286,0.06358424574136734
Cronica,Economia,El Gobierno destina $1.800 millones para fortalecer la producción nacional de computadoras,"El Poder Ejecutivo aseguró que la pandemia incrementó la demanda en el mercado de computadoras, pudiendo generar desabastecimiento y una ""suba desmedida"" de los precios .",NEU,0.03192521259188652,0.8237917423248291,0.14428302645683289
Cronica,Economia,Los nuevos billetes comenzarán a circular dentro de seis meses,"El Presidente presentó los nuevos billetes: ""La moneda es un instrumento de soberanía al que no vamos a renunciar"", dijo.",NEU,0.008423841558396816,0.9717262983322144,0.019849907606840134
Cronica,Economia,"Con proyecciones que alarman, Argentina “pelea” por entrar al Top 5 de países con más inflación","Según cifras que maneja el FMI, hoy se encuentra sexta con un crecimiento de precios estimado en 51,7%. Sin embargo algunas consultoras ya hablan de un 80%.  ",NEG,0.5920599102973938,0.39569100737571716,0.012249096296727657
Cronica,Economia,"El blue cerró la semana en baja a $204,50",La tendencia vendedora permitió al Banco Central aumentar las reservas.,NEU,0.290924996137619,0.6749967932701111,0.034078195691108704
Cronica,Economia,Guzmán gana poder en el Gobierno: Comercio Interior pasa a la órbita del Ministerio de Economía,Así lo confirmaron en la Casa Rosada. El ministro de Economía estuvo reunido con Roberto Feletti esta semana.,NEU,0.03218343108892441,0.9281406998634338,0.039675936102867126
Cronica,Economia,El dólar blue volvió a la baja y cerró en $206,La divisa se vende a $206 en el mercado paralelo y se le acerca el dólar solidario que superó los $204.,NEG,0.4956071376800537,0.4861566126346588,0.018236272037029266
Cronica,Economia,Los bancos se suman al cobro de comisiones por depositar dinero en efectivo,El manejo de los billetes significa un alto costo para las instituciones que de esta forma buscan desincentivar esta modalidad.,NEU,0.008357384242117405,0.9751977324485779,0.01644488237798214
Cronica,Economia,El FMI aseguró que no cambiará las metas del programa con la Argentina,"El portavoz del organismo destacó que la revisión del programa se lleva a cabo ""con buen progreso"".",NEU,0.26556023955345154,0.7221344113349915,0.01230532955378294
Cronica,Economia,El dólar blue sigue en alza y alcanza el máximo del mes: $208,"Los analistas destacaron la gran volatilidad del mercado cambiario, pero descartaron por el momento una fuerte disparada del dólar billete.",NEU,0.1462402045726776,0.8285382986068726,0.025221439078450203
Cronica,Economia,Una familia necesitó en abril ingresos por $95.260 mensuales para no ser considerada pobre,Para una familia de cinco miembros el gasto mensual de alimentos supera los cien mil pesos.,NEU,0.03565923497080803,0.9547459483146667,0.009594753384590149
Cronica,Economia,Extienden por dos años el plazo para la exploración en la Cuenca Norte del Mar Argentino,Es un área de 15.000 kilómetros cuadrados ubicada frente a la Costa de Mar del Plata.,NEU,0.014977709390223026,0.9592428207397461,0.025779392570257187
Cronica,Economia,El dólar blue inició la semana en alza y volvió al máximo de mayo de $ 205,"La brecha con la cotización oficial mayorista llega al 73,9%.",NEU,0.1097395047545433,0.8553268909454346,0.03493364527821541
Cronica,Economia,Comenzó una nueva etapa del plan que permite financiar la compra de motos,"Es para adquirir unidades a través del programa ""Mi Moto"", que cuenta con bonificación de tasa a cargo del Ministerio de Desarrollo Productivo.",NEU,0.004334364086389542,0.7335906624794006,0.2620750367641449
Cronica,Economia,Datos que alarman: estiman que la inflación de la carne e indumentaria no frenará en 2022,Ambos sectores son clave y muestran un incremento de precios muy superior al IPC general. Se prevé que los fuertes aumentos se mantengan durante los próximos meses.,NEU,0.42384034395217896,0.5695733428001404,0.006586282979696989
Cronica,Economia,El dólar blue continuó en baja y cerró la semana en $ 203,"Los dólares financieros retomaron la tendencia alcista, en una semana en que el Banco Central aceleró el ritmo de ajuste diario de la divisa.",NEU,0.23358586430549622,0.7428821921348572,0.023531924933195114
Cronica,Economia,"La inflación de abril en la Patagonia fue del 5,9% ",,NEU,0.3512062430381775,0.6263184547424316,0.02247527986764908
Cronica,Economia,El BCRA elevó a 49% la tasa de interés de referencia,Se elevó el piso de los plazos fijos a 48%. La decisión se adoptó luego de un nuevo salto de la tasa de inflación en abril.,NEU,0.09804561734199524,0.8712313771247864,0.030723005533218384
Cronica,Economia,"Retrocedió el dólar blue y cerró a $ 203,50",Volvió a la baja en medio de un mercado paralelo que opera con mucha volatilidad.,NEU,0.39330020546913147,0.5892434120178223,0.017456399276852608
Cronica,Economia,"El pescado, la harina, carnes y lácteos, los alimentos que más aumentaron en abril",La mayoría de los productos de consumo masivo promediaron los dos dígitos de incremento.,NEU,0.14568191766738892,0.8451588153839111,0.009159214794635773
Cronica,Economia,"El aumento de precios de los alimentos en la Patagonia fue del 6,7%","Fue el rubro que más incidió en el aumento del costo de vida de abril con un 1,5%.",NEU,0.09721948951482773,0.8834971189498901,0.01928340457379818
Cronica,Economia,"La inflación de abril fue de 6% y la interanual trepó a 58%, la más alta en 30 años","Desde enero de este año la suba de precios acumulada es de 23,1%. Alimentos y bebidas tuvieron un alza de 5,9% el mes pasado.",NEG,0.6422646045684814,0.33489352464675903,0.022841816768050194
Cronica,Economia,Tarifas: el Gobierno ratificó que avanzará con la segmentación de subsidios a la luz y el gas,"Según datos de la Secretaría de Energía, el 50% de los usuarios de mayores ingresos recibe el 60% de los subsidios a la energía eléctrica.",NEU,0.02484673261642456,0.9053942561149597,0.06975896656513214
Cronica,Economia,El Indec difunde la inflación de abril: más baja que en marzo pero cerca del 6%,"A las 16 se conocerá el Índice de Precios al Consumidor del mes pasado. Si bien bajará con relación a marzo, se mantendrá en niveles muy elevados.",NEG,0.5732762217521667,0.4109070301055908,0.01581677980720997
Cronica,Economia,El blue aceleró la suba y cerró en $ 205,El paralelo llegó a su máximo valor de las últimas dos semanas.,NEU,0.22191987931728363,0.7360078692436218,0.04207220301032066
Cronica,Economia,El Gobierno adelantó para junio los aumentos del salario mínimo vital y móvil,En agosto regirá el valor que estaba previsto para diciembre próximo de $47.850.,NEU,0.03434630110859871,0.9400662779808044,0.025587422773241997
Cronica,Economia,El dólar blue volvió a subir y cotizó a $ 202,En una jornada con alta volatilidad el paralelo se ubicó por encima del dólar solidario.,NEU,0.2863664925098419,0.6775251626968384,0.036108337342739105
Cronica,Economia,"Los aumentos salariales le ganaron a la inflación entre marzo de 2021 y 2022, según estadísticas oficiales",La mejora nominal no alcanza para compensar el poder adquisitivo perdido en los últimos seis años.,NEU,0.3773372769355774,0.6111948490142822,0.011467993259429932
Cronica,Economia,Tarifas: comenzaron las audiencias públicas por el aumento del gas y la electricidad,,NEU,0.06285613775253296,0.9240142703056335,0.013129564933478832
Cronica,Economia,"Subió el dólar blue a $201,50 y se desplomaron las acciones en el mercado local y en Wall Street","Las acciones locales cayeron un 4,92% y en la bolsa de Nueva York retrocedieron hasta un 13%.",NEG,0.8411144614219666,0.15127524733543396,0.00761029776185751
